"","time","sim.num","sim.num.g2","s.num","i.num","num","s.num.g2","i.num.g2","num.g2","si.flow","si.flow.g2"
"51",51,250,250,62.5555555555556,187.444444444444,250,26.1111111111111,223.888888888889,250,1.11111111111111,0.777777777777778
"52",52,250,250,61.7777777777778,188.222222222222,250,25.2222222222222,224.777777777778,250,0.777777777777778,0.888888888888889
"53",53,250,250,60.6666666666667,189.333333333333,250,24.6666666666667,225.333333333333,250,1.11111111111111,0.555555555555555
"54",54,250,250,59.2222222222222,190.777777777778,250,23.4444444444444,226.555555555556,250,1.44444444444444,1.22222222222222
"55",55,250,250,58.3333333333333,191.666666666667,250,23.1111111111111,226.888888888889,250,0.888888888888889,0.333333333333333
"56",56,250,250,56.8888888888889,193.111111111111,250,22.4444444444444,227.555555555556,250,1.44444444444444,0.666666666666667
"57",57,250,250,56.1111111111111,193.888888888889,250,21.8888888888889,228.111111111111,250,0.777777777777778,0.555555555555555
"58",58,250,250,55.2222222222222,194.777777777778,250,21.2222222222222,228.777777777778,250,0.888888888888889,0.666666666666667
"59",59,250,250,53.4444444444444,196.555555555556,250,20.7777777777778,229.222222222222,250,1.77777777777778,0.444444444444444
"60",60,250,250,52.2222222222222,197.777777777778,250,20.3333333333333,229.666666666667,250,1.22222222222222,0.444444444444444
"61",61,250,250,51.3333333333333,198.666666666667,250,19.4444444444444,230.555555555556,250,0.888888888888889,0.888888888888889
"62",62,250,250,50.2222222222222,199.777777777778,250,19,231,250,1.11111111111111,0.444444444444444
"63",63,250,250,49.5555555555556,200.444444444444,250,18.2222222222222,231.777777777778,250,0.666666666666667,0.777777777777778
"64",64,250,250,48.8888888888889,201.111111111111,250,17.7777777777778,232.222222222222,250,0.666666666666667,0.444444444444444
"65",65,250,250,47.6666666666667,202.333333333333,250,17.1111111111111,232.888888888889,250,1.22222222222222,0.666666666666667
"66",66,250,250,47,203,250,16.6666666666667,233.333333333333,250,0.666666666666667,0.444444444444444
"67",67,250,250,46.2222222222222,203.777777777778,250,15.8888888888889,234.111111111111,250,0.777777777777778,0.777777777777778
"68",68,250,250,45.5555555555556,204.444444444444,250,15.4444444444444,234.555555555556,250,0.666666666666667,0.444444444444444
"69",69,250,250,45,205,250,15.1111111111111,234.888888888889,250,0.555555555555555,0.333333333333333
"70",70,250,250,44.2222222222222,205.777777777778,250,14.6666666666667,235.333333333333,250,0.777777777777778,0.444444444444444
