"","time","sim.num","sim.num.g2","s.num","i.num","r.num","num","s.num.g2","i.num.g2","r.num.g2","num.g2","si.flow","si.flow.g2","ir.flow","ir.flow.g2"
"92",92,250,250,0.777777777777778,13.6666666666667,235.555555555556,250,0,134.333333333333,115.666666666667,250,0.111111111111111,0,1.22222222222222,1.11111111111111
"93",93,250,250,0.666666666666667,13.2222222222222,236.111111111111,250,0,132.777777777778,117.222222222222,250,0.111111111111111,0,0.555555555555555,1.55555555555556
"94",94,250,250,0.666666666666667,12.5555555555556,236.777777777778,250,0,131.666666666667,118.333333333333,250,0,0,0.666666666666667,1.11111111111111
"95",95,250,250,0.666666666666667,12.2222222222222,237.111111111111,250,0,130.333333333333,119.666666666667,250,0,0,0.333333333333333,1.33333333333333
"96",96,250,250,0.666666666666667,11.7777777777778,237.555555555556,250,0,129,121,250,0,0,0.444444444444444,1.33333333333333
"97",97,250,250,0.666666666666667,11.2222222222222,238.111111111111,250,0,128.111111111111,121.888888888889,250,0,0,0.555555555555555,0.888888888888889
"98",98,250,250,0.555555555555555,10.7777777777778,238.666666666667,250,0,126.333333333333,123.666666666667,250,0.111111111111111,0,0.555555555555555,1.77777777777778
"99",99,250,250,0.555555555555555,10.3333333333333,239.111111111111,250,0,124.888888888889,125.111111111111,250,0,0,0.444444444444444,1.44444444444444
"100",100,250,250,0.555555555555555,9.77777777777778,239.666666666667,250,0,123,127,250,0,0,0.555555555555555,1.88888888888889
"101",101,250,250,0.555555555555555,9.22222222222222,240.222222222222,250,0,121.777777777778,128.222222222222,250,0,0,0.555555555555555,1.22222222222222
"102",102,250,250,0.555555555555555,9.11111111111111,240.333333333333,250,0,120,130,250,0,0,0.111111111111111,1.77777777777778
"103",103,250,250,0.333333333333333,8.77777777777778,240.888888888889,250,0,119.222222222222,130.777777777778,250,0.222222222222222,0,0.555555555555555,0.777777777777778
"104",104,250,250,0.333333333333333,8,241.666666666667,250,0,118.222222222222,131.777777777778,250,0,0,0.777777777777778,1
"105",105,250,250,0.333333333333333,7.77777777777778,241.888888888889,250,0,117.333333333333,132.666666666667,250,0,0,0.222222222222222,0.888888888888889
"106",106,250,250,0.333333333333333,7.22222222222222,242.444444444444,250,0,116.333333333333,133.666666666667,250,0,0,0.555555555555555,1
"107",107,250,250,0.333333333333333,6.77777777777778,242.888888888889,250,0,115.111111111111,134.888888888889,250,0,0,0.444444444444444,1.22222222222222
"108",108,250,250,0.333333333333333,6.22222222222222,243.444444444444,250,0,114.555555555556,135.444444444444,250,0,0,0.555555555555555,0.555555555555555
"109",109,250,250,0.222222222222222,6,243.777777777778,250,0,113.666666666667,136.333333333333,250,0.111111111111111,0,0.333333333333333,0.888888888888889
"110",110,250,250,0.222222222222222,5.44444444444444,244.333333333333,250,0,113,137,250,0,0,0.555555555555555,0.666666666666667
"111",111,250,250,0.222222222222222,5.22222222222222,244.555555555556,250,0,112.333333333333,137.666666666667,250,0,0,0.222222222222222,0.666666666666667
"112",112,250,250,0.111111111111111,5.22222222222222,244.666666666667,250,0,111.111111111111,138.888888888889,250,0.111111111111111,0,0.111111111111111,1.22222222222222
"113",113,250,250,0.111111111111111,4.66666666666667,245.222222222222,250,0,110.222222222222,139.777777777778,250,0,0,0.555555555555555,0.888888888888889
"114",114,250,250,0.111111111111111,4.66666666666667,245.222222222222,250,0,109.444444444444,140.555555555556,250,0,0,0,0.777777777777778
"115",115,250,250,0,4.66666666666667,245.333333333333,250,0,108.444444444444,141.555555555556,250,0.111111111111111,0,0.111111111111111,1
"116",116,250,250,0,4.44444444444444,245.555555555556,250,0,107,143,250,0,0,0.222222222222222,1.44444444444444
"117",117,250,250,0,3.77777777777778,246.222222222222,250,0,105.666666666667,144.333333333333,250,0,0,0.666666666666667,1.33333333333333
"118",118,250,250,0,3.55555555555556,246.444444444444,250,0,104.111111111111,145.888888888889,250,0,0,0.222222222222222,1.55555555555556
"119",119,250,250,0,3.33333333333333,246.666666666667,250,0,103,147,250,0,0,0.222222222222222,1.11111111111111
"120",120,250,250,0,3.33333333333333,246.666666666667,250,0,101.777777777778,148.222222222222,250,0,0,0,1.22222222222222
"121",121,250,250,0,3.22222222222222,246.777777777778,250,0,100.333333333333,149.666666666667,250,0,0,0.111111111111111,1.44444444444444
"122",122,250,250,0,2.88888888888889,247.111111111111,250,0,99.1111111111111,150.888888888889,250,0,0,0.333333333333333,1.22222222222222
"123",123,250,250,0,2.88888888888889,247.111111111111,250,0,98.2222222222222,151.777777777778,250,0,0,0,0.888888888888889
